"x","y","name"
100,919.326652980586,"No1"
1,108.261997877901,"No2"
2,88.119339208021,"No2"
3,59.578514578808,"No2"
4,81.5591998617144,"No2"
5,115.015978974824,"No2"
6,121.076857623551,"No2"
7,69.7049364158804,"No2"
8,131.010645088339,"No2"
9,123.316638913534,"No2"
10,96.9025115438141,"No2"
11,150.344846233899,"No2"
12,109.272182231512,"No2"
13,117.409260499822,"No2"
14,93.8220666109338,"No2"
15,201.414774061184,"No2"
16,188.62229342176,"No2"
17,143.20057120275,"No2"
18,200.5460618278,"No2"
19,173.456063717647,"No2"
20,182.628463494214,"No2"
21,153.641619374831,"No2"
22,168.854658545034,"No2"
23,233.541461116047,"No2"
24,206.142889618672,"No2"
25,219.325366426265,"No2"
26,223.797582250856,"No2"
27,224.702623676205,"No2"
28,273.583119617403,"No2"
29,252.654093605763,"No2"
30,294.932175992657,"No2"
31,286.419826478778,"No2"
32,245.684574428591,"No2"
33,259.896120071064,"No2"
34,264.560063119695,"No2"
35,311.099529641049,"No2"
36,240.961016183734,"No2"
37,274.53010298634,"No2"
38,301.747039633778,"No2"
39,284.753112419254,"No2"
40,342.808417317664,"No2"
41,367.209662874982,"No2"
42,328.056982456563,"No2"
43,332.324549847119,"No2"
44,335.463532594536,"No2"
45,373.015928119679,"No2"
46,355.650210390876,"No2"
47,394.086863904009,"No2"
48,351.290826478759,"No2"
49,327.975055943374,"No2"
50,394.718638528626,"No2"
51,340.720073155227,"No2"
52,418.013047486399,"No2"
53,407.783695316314,"No2"
54,354.313223671053,"No2"
55,449.672076840124,"No2"
56,383.725373565873,"No2"
57,449.493875606165,"No2"
58,410.836113609282,"No2"
59,475.303596327437,"No2"
60,408.572568250339,"No2"
61,406.24397932049,"No2"
62,447.49102857437,"No2"
63,447.257951617789,"No2"
64,449.033302130637,"No2"
65,487.194698586658,"No2"
66,495.246419805886,"No2"
67,469.791280158672,"No2"
68,434.888773882308,"No2"
69,493.26010593734,"No2"
70,531.195948703415,"No2"
71,538.277287404011,"No2"
72,525.912873441676,"No2"
73,537.037101925707,"No2"
74,498.227806237623,"No2"
75,576.430777369648,"No2"
76,524.569999597792,"No2"
77,583.484809686564,"No2"
78,554.518653238038,"No2"
79,532.594003883967,"No2"
80,600.991144115781,"No2"
81,590.682799011617,"No2"
82,561.227114094647,"No2"
83,583.461878523314,"No2"
84,590.439096506664,"No2"
85,580.938954182785,"No2"
86,570.261934994115,"No2"
87,622.336328009445,"No2"
88,609.584410746564,"No2"
89,611.922766147693,"No2"
90,601.733998970296,"No2"
91,621.354134783487,"No2"
92,630.69869678372,"No2"
93,644.005794144996,"No2"
94,695.037982570696,"No2"
95,676.513653973124,"No2"
96,633.76252900585,"No2"
97,700.311628655132,"No2"
98,652.521937730489,"No2"
99,656.120831892427,"No2"
100,719.314250438258,"No2"
1,34.041688899518,"No3"
2,117.333563052991,"No3"
3,98.9761493174969,"No3"
4,82.6592294198886,"No3"
5,68.7048995343218,"No3"
6,58.892013349947,"No3"
7,94.0270273983751,"No3"
8,103.140650218539,"No3"
9,168.022854384025,"No3"
10,141.597674114485,"No3"
11,154.026630562978,"No3"
12,159.178605597991,"No3"
13,213.413146988607,"No3"
14,139.478289496781,"No3"
15,144.73234603524,"No3"
16,148.596078234967,"No3"
17,152.364821721514,"No3"
18,210.168005831785,"No3"
19,180.485757085908,"No3"
20,264.157069985224,"No3"
21,249.060918843514,"No3"
22,241.702039247312,"No3"
23,222.507282109859,"No3"
24,253.905060298646,"No3"
25,260.251378097703,"No3"
26,274.564214963641,"No3"
27,274.639341203292,"No3"
28,234.452751737082,"No3"
29,342.149041626933,"No3"
30,313.205047638342,"No3"
31,263.930743697941,"No3"
32,312.509200128209,"No3"
33,274.515353703216,"No3"
34,301.267488226061,"No3"
35,283.419251751504,"No3"
36,371.661707476528,"No3"
37,386.404190738143,"No3"
38,313.548124631425,"No3"
39,411.050929140912,"No3"
40,352.264190329209,"No3"
41,389.796934992073,"No3"
42,368.267466582276,"No3"
43,358.467033161487,"No3"
44,360.346543383426,"No3"
45,375.619793892336,"No3"
46,365.353189308698,"No3"
47,423.240877537937,"No3"
48,397.995023814006,"No3"
49,410.767306709899,"No3"
50,499.05615518473,"No3"
51,420.029144863076,"No3"
52,435.212007310332,"No3"
53,487.780128588374,"No3"
54,437.530139412924,"No3"
55,524.411145304303,"No3"
56,474.03098572923,"No3"
57,475.650785494852,"No3"
58,456.792023800817,"No3"
59,462.377716841843,"No3"
60,540.462045428787,"No3"
61,574.14536978752,"No3"
62,508.603210311678,"No3"
63,585.538292336292,"No3"
64,534.878642621936,"No3"
65,601.66390430243,"No3"
66,553.059685487595,"No3"
67,581.452243304698,"No3"
68,527.735545942949,"No3"
69,631.629090573853,"No3"
70,598.765098214677,"No3"
71,642.275458971361,"No3"
72,641.556604197849,"No3"
73,654.795930158778,"No3"
74,580.373280538461,"No3"
75,580.188742896937,"No3"
76,603.693441075749,"No3"
77,692.743828006924,"No3"
78,698.394914090074,"No3"
79,700.780637140612,"No3"
80,652.135057055156,"No3"
81,669.588722512482,"No3"
82,678.773657945194,"No3"
83,661.949935329641,"No3"
84,702.060145791881,"No3"
85,719.549399513855,"No3"
86,652.46395696335,"No3"
87,773.128320269853,"No3"
88,760.210637506353,"No3"
89,714.533831170289,"No3"
90,775.707831475128,"No3"
91,767.544892635404,"No3"
92,762.112820570353,"No3"
93,759.759424439012,"No3"
94,746.712583430182,"No3"
95,808.446286890029,"No3"
96,790.814142946872,"No3"
97,842.314313186951,"No3"
98,837.294181814985,"No3"
99,779.82987283168,"No3"
100,827.554172790621,"No3"
1,135.861178265044,"No4"
2,38.6168228781302,"No4"
3,82.177297045007,"No4"
4,150.91861274707,"No4"
5,94.0617527015532,"No4"
6,62.0986218860104,"No4"
7,172.760765327846,"No4"
8,111.231499839228,"No4"
9,141.244416614438,"No4"
10,115.105244377564,"No4"
11,161.08537236433,"No4"
12,149.304950538114,"No4"
13,169.9401100299,"No4"
14,120.871484063362,"No4"
15,156.80214150347,"No4"
16,253.611580009715,"No4"
17,211.158394223629,"No4"
18,171.335004589825,"No4"
19,223.898562461147,"No4"
20,173.73920041334,"No4"
21,241.12592826405,"No4"
22,273.925643313218,"No4"
23,292.329958660206,"No4"
24,254.815894883682,"No4"
25,309.86632210891,"No4"
26,237.495007970449,"No4"
27,302.383069933199,"No4"
28,318.584403542457,"No4"
29,314.753756387217,"No4"
30,329.715206915345,"No4"
31,319.098507403001,"No4"
32,272.28094239661,"No4"
33,285.567722945891,"No4"
34,321.612245628093,"No4"
35,300.114341475529,"No4"
36,379.743048593716,"No4"
37,340.52036504812,"No4"
38,358.243731720883,"No4"
39,429.472490931371,"No4"
40,420.229700223271,"No4"
41,346.857074045352,"No4"
42,379.404781423407,"No4"
43,453.995745859748,"No4"
44,424.349447923936,"No4"
45,466.455466034777,"No4"
46,392.191325404789,"No4"
47,500.582115214201,"No4"
48,442.786108773548,"No4"
49,414.490859002585,"No4"
50,484.012725658291,"No4"
51,509.970460693325,"No4"
52,503.571657232997,"No4"
53,507.127758355906,"No4"
54,455.70201427119,"No4"
55,488.223170635203,"No4"
56,545.397395641368,"No4"
57,476.452829570595,"No4"
58,487.835882001199,"No4"
59,556.458402761627,"No4"
60,536.567068423281,"No4"
61,522.95307874296,"No4"
62,556.407102788647,"No4"
63,596.014884798553,"No4"
64,546.646079048248,"No4"
65,624.862155546299,"No4"
66,560.571302382209,"No4"
67,610.197713103092,"No4"
68,583.851505084341,"No4"
69,616.254735273743,"No4"
70,651.924505927737,"No4"
71,660.868767454809,"No4"
72,687.807131057078,"No4"
73,684.459249629611,"No4"
74,657.053427824895,"No4"
75,647.76706893755,"No4"
76,695.204599120104,"No4"
77,629.605306832228,"No4"
78,627.546595553023,"No4"
79,672.615519036522,"No4"
80,653.66385013824,"No4"
81,736.95222901892,"No4"
82,669.117300584846,"No4"
83,747.411532558251,"No4"
84,732.31850466917,"No4"
85,745.293278857462,"No4"
86,745.904287596922,"No4"
87,758.00372298145,"No4"
88,735.098787672605,"No4"
89,711.723675916704,"No4"
90,759.689795247756,"No4"
91,768.527826449961,"No4"
92,796.052362751018,"No4"
93,785.376255276392,"No4"
94,811.85924802643,"No4"
95,772.251979192228,"No4"
96,849.373216699243,"No4"
97,838.545333007773,"No4"
98,794.789906905047,"No4"
99,828.926888862448,"No4"
100,810.198560185665,"No4"
1,38.8165190687613,"No5"
2,55.6248114118369,"No5"
3,111.187195739108,"No5"
4,87.3874461761204,"No5"
5,155.490073886684,"No5"
6,121.705148263017,"No5"
7,210.624434167877,"No5"
8,121.783548219824,"No5"
9,189.03442592618,"No5"
10,117.116314369085,"No5"
11,220.638097854357,"No5"
12,186.508802490996,"No5"
13,146.850054721009,"No5"
14,149.558909144985,"No5"
15,256.635971397121,"No5"
16,260.912276014012,"No5"
17,251.535016739885,"No5"
18,268.464785186744,"No5"
19,195.396962505126,"No5"
20,286.054621093775,"No5"
21,245.780903448613,"No5"
22,316.103748037128,"No5"
23,322.862449755346,"No5"
24,379.954799928974,"No5"
25,361.379819742235,"No5"
26,322.522357866588,"No5"
27,339.347944834452,"No5"
28,341.445497737599,"No5"
29,399.924295488409,"No5"
30,390.158263892701,"No5"
31,398.519402498739,"No5"
32,384.532454041258,"No5"
33,416.187945722531,"No5"
34,479.551651355321,"No5"
35,455.253441255249,"No5"
36,479.523662977332,"No5"
37,384.362746115487,"No5"
38,388.180281102047,"No5"
39,398.060289508749,"No5"
40,478.044495637158,"No5"
41,473.436578745126,"No5"
42,465.017481813746,"No5"
43,487.264584279246,"No5"
44,452.629637211886,"No5"
45,584.692757395729,"No5"
46,561.621864227063,"No5"
47,478.940925883369,"No5"
48,565.107683195964,"No5"
49,501.137085241528,"No5"
50,547.863128726489,"No5"
51,509.353222785669,"No5"
52,556.987562992778,"No5"
53,573.995471918817,"No5"
54,658.530584982027,"No5"
55,603.555727173583,"No5"
56,661.090828420547,"No5"
57,660.445274920154,"No5"
58,725.524248117674,"No5"
59,653.070411832902,"No5"
60,705.660758206826,"No5"
61,637.278652799488,"No5"
62,684.470779685779,"No5"
63,673.752754518199,"No5"
64,719.631020749987,"No5"
65,686.141587617353,"No5"
66,732.987467353803,"No5"
67,726.115920228371,"No5"
68,693.631038793377,"No5"
69,800.403680888591,"No5"
70,803.462182604062,"No5"
71,796.548821579954,"No5"
72,837.891568070945,"No5"
73,860.08700782268,"No5"
74,802.637990032363,"No5"
75,863.685110084289,"No5"
76,827.598244288759,"No5"
77,914.257524813121,"No5"
78,826.252789762574,"No5"
79,829.718219552047,"No5"
80,931.694334883518,"No5"
81,912.985993437488,"No5"
82,931.895025222077,"No5"
83,876.616571542336,"No5"
84,885.600441638021,"No5"
85,966.38667176931,"No5"
86,994.430998763342,"No5"
87,957.438449186187,"No5"
88,879.386051960337,"No5"
89,894.619696167884,"No5"
90,1037.83171602365,"No5"
91,981.049293641677,"No5"
92,998.832717267171,"No5"
93,1042.73588135416,"No5"
94,1069.54162831396,"No5"
95,1051.91092213215,"No5"
96,993.245280393579,"No5"
97,1053.32207612191,"No5"
98,1010.64493778463,"No5"
99,1072.9615171718,"No5"
100,1083.82251546091,"No5"
1,55.0588838750638,"No6"
2,64.3307871680571,"No6"
3,108.156526432985,"No6"
4,95.6260263920287,"No6"
5,138.833684107652,"No6"
6,132.431648561337,"No6"
7,89.7546739802283,"No6"
8,85.6729781107782,"No6"
9,128.035012444178,"No6"
10,109.367922707598,"No6"
11,183.683040865879,"No6"
12,110.993962506501,"No6"
13,152.379382744241,"No6"
14,121.996362256218,"No6"
15,140.539961824901,"No6"
16,195.084874636244,"No6"
17,171.193480174884,"No6"
18,144.480884404319,"No6"
19,232.938715147542,"No6"
20,193.65976422318,"No6"
21,189.77409223163,"No6"
22,232.994261300557,"No6"
23,241.910245836584,"No6"
24,269.561740119496,"No6"
25,221.97715307203,"No6"
26,280.073905279422,"No6"
27,280.169869607074,"No6"
28,225.625223836315,"No6"
29,214.371437417194,"No6"
30,311.808227646645,"No6"
31,253.656794008561,"No6"
32,325.566806390391,"No6"
33,281.037955297365,"No6"
34,318.227200333233,"No6"
35,267.157916574468,"No6"
36,338.176913217968,"No6"
37,322.245766068342,"No6"
38,267.703302333497,"No6"
39,272.898649409867,"No6"
40,347.209391368055,"No6"
41,302.024722158481,"No6"
42,356.708439617852,"No6"
43,364.816126368796,"No6"
44,309.048338258142,"No6"
45,378.344267509475,"No6"
46,366.075571949508,"No6"
47,354.650011921373,"No6"
48,353.457804085293,"No6"
49,345.254322102346,"No6"
50,427.381254734082,"No6"
51,394.674052242563,"No6"
52,420.634075371726,"No6"
53,420.997881351886,"No6"
54,418.842927206311,"No6"
55,430.150610203744,"No6"
56,415.170657696387,"No6"
57,440.633954087463,"No6"
58,439.887049477925,"No6"
59,471.8053240683,"No6"
60,483.750222256056,"No6"
61,460.41741410723,"No6"
62,459.252541372837,"No6"
63,526.777392440477,"No6"
64,440.490861301404,"No6"
65,531.727007066794,"No6"
66,505.5956343181,"No6"
67,555.120750973591,"No6"
68,509.293744906352,"No6"
69,518.89596201337,"No6"
70,570.01522066632,"No6"
71,537.908674588594,"No6"
72,541.312367449332,"No6"
73,534.942727404261,"No6"
74,563.940186070986,"No6"
75,597.363974785088,"No6"
76,573.796233796321,"No6"
77,562.731980958694,"No6"
78,589.555416384762,"No6"
79,635.405182585416,"No6"
80,585.543224832132,"No6"
81,612.378762804261,"No6"
82,594.780173123982,"No6"
83,641.600831406366,"No6"
84,682.736734237543,"No6"
85,636.136411523042,"No6"
86,631.010479988467,"No6"
87,659.947421295665,"No6"
88,624.737863268183,"No6"
89,677.305488215375,"No6"
90,710.959458657917,"No6"
91,688.706414784998,"No6"
92,661.608971843269,"No6"
93,653.982447304863,"No6"
94,741.674165353135,"No6"
95,741.968931866505,"No6"
96,743.145579501038,"No6"
97,746.638161244788,"No6"
98,698.432801631482,"No6"
99,746.097946957948,"No6"
100,709.216758714505,"No6"
1,90.106098252874,"No7"
2,27.8803078167875,"No7"
3,51.8687220945567,"No7"
4,75.6323571173337,"No7"
5,36.5988768820564,"No7"
6,51.3771275738608,"No7"
7,71.4962422114909,"No7"
8,94.902707417829,"No7"
9,116.101299115158,"No7"
10,116.259609908453,"No7"
11,146.119402774431,"No7"
12,121.967130433406,"No7"
13,71.0955819903652,"No7"
14,125.608492580741,"No7"
15,159.522768413722,"No7"
16,114.559709363597,"No7"
17,167.835946890146,"No7"
18,178.240942150519,"No7"
19,167.580852347836,"No7"
20,127.228756838356,"No7"
21,132.668515728176,"No7"
22,147.855923278896,"No7"
23,192.386235922414,"No7"
24,185.750691055662,"No7"
25,153.31752735935,"No7"
26,154.540703098586,"No7"
27,179.150463692505,"No7"
28,194.817651015289,"No7"
29,201.588799708269,"No7"
30,218.707793827504,"No7"
31,172.917050299446,"No7"
32,196.928017332411,"No7"
33,247.502256026573,"No7"
34,255.646243266339,"No7"
35,233.697312943899,"No7"
36,232.649399701188,"No7"
37,278.684227216716,"No7"
38,273.017734749713,"No7"
39,248.880468370218,"No7"
40,272.626503106918,"No7"
41,238.059677560991,"No7"
42,272.056268675945,"No7"
43,301.353741692406,"No7"
44,313.877230620669,"No7"
45,247.268201691026,"No7"
46,280.004123197689,"No7"
47,310.148598377528,"No7"
48,321.709982335397,"No7"
49,331.04384099429,"No7"
50,300.844297856212,"No7"
51,334.166762145775,"No7"
52,293.500693530409,"No7"
53,302.297368086496,"No7"
54,319.500429485076,"No7"
55,314.406315619054,"No7"
56,394.725301245894,"No7"
57,367.370328371587,"No7"
58,357.004655720289,"No7"
59,406.910306493964,"No7"
60,406.285038055339,"No7"
61,410.905135681484,"No7"
62,416.164362789284,"No7"
63,345.259932756606,"No7"
64,403.095773436428,"No7"
65,402.878073038129,"No7"
66,362.462824169536,"No7"
67,414.463105495021,"No7"
68,419.626687902414,"No7"
69,384.986406631862,"No7"
70,447.816864116219,"No7"
71,436.9415568758,"No7"
72,457.546865391072,"No7"
73,445.665179990955,"No7"
74,424.663698382355,"No7"
75,478.084402679536,"No7"
76,461.610267047795,"No7"
77,441.125573828805,"No7"
78,467.472831702589,"No7"
79,477.431304418281,"No7"
80,474.458309531264,"No7"
81,448.315330662328,"No7"
82,460.623005692146,"No7"
83,510.854268949472,"No7"
84,524.148328829057,"No7"
85,539.220746606662,"No7"
86,498.536164693685,"No7"
87,499.733577696692,"No7"
88,515.16959182369,"No7"
89,513.523731777302,"No7"
90,557.566308464894,"No7"
91,508.613204193704,"No7"
92,560.907451096171,"No7"
93,523.04089619406,"No7"
94,587.080289938342,"No7"
95,583.933068484243,"No7"
96,579.289909239152,"No7"
97,569.23234508488,"No7"
98,587.795525722879,"No7"
99,629.189843060866,"No7"
100,588.0289630909,"No7"
1,142.833480751168,"No8"
2,96.6464276948994,"No8"
3,56.9907889458755,"No8"
4,49.9076334940909,"No8"
5,65.9609227978042,"No8"
6,136.320309983826,"No8"
7,165.122849220175,"No8"
8,87.6323045974216,"No8"
9,202.576394232919,"No8"
10,165.340942239863,"No8"
11,125.813611293016,"No8"
12,210.901562315013,"No8"
13,140.387179270441,"No8"
14,174.875208242054,"No8"
15,159.008465021982,"No8"
16,218.229682789687,"No8"
17,220.408322519285,"No8"
18,209.19924207989,"No8"
19,186.599984246454,"No8"
20,268.177103523789,"No8"
21,235.418894939981,"No8"
22,235.142001852358,"No8"
23,244.503039155651,"No8"
24,237.713284800336,"No8"
25,289.335889345411,"No8"
26,335.995862551568,"No8"
27,230.854849979068,"No8"
28,297.34444584446,"No8"
29,372.129993949306,"No8"
30,308.190230659978,"No8"
31,267.700889585612,"No8"
32,295.159308826082,"No8"
33,387.192664769955,"No8"
34,379.657464717391,"No8"
35,302.785644949334,"No8"
36,315.452694616678,"No8"
37,320.93048207634,"No8"
38,418.955739517434,"No8"
39,458.44552404107,"No8"
40,436.052075084766,"No8"
41,412.224121548306,"No8"
42,374.209455118143,"No8"
43,395.995584023874,"No8"
44,392.410289408757,"No8"
45,445.77448596363,"No8"
46,425.218184954168,"No8"
47,415.559020589054,"No8"
48,444.788422608637,"No8"
49,424.716703980777,"No8"
50,497.321516657556,"No8"
51,553.41830297654,"No8"
52,502.937206306596,"No8"
53,552.762947310594,"No8"
54,481.050423516799,"No8"
55,528.346715817143,"No8"
56,576.177617698224,"No8"
57,530.741421032267,"No8"
58,564.499268561785,"No8"
59,626.037501674636,"No8"
60,523.661799411093,"No8"
61,601.245343396075,"No8"
62,609.286744636612,"No8"
63,584.573944065726,"No8"
64,580.579621429784,"No8"
65,664.459550854926,"No8"
66,578.737559835741,"No8"
67,642.51919785903,"No8"
68,597.004909686407,"No8"
69,676.784280572133,"No8"
70,686.14269197612,"No8"
71,714.948441020538,"No8"
72,709.752698324557,"No8"
73,730.978188626235,"No8"
74,685.809703490963,"No8"
75,695.370897029003,"No8"
76,637.613782269889,"No8"
77,692.269308546553,"No8"
78,722.342963216095,"No8"
79,678.65149641246,"No8"
80,717.073505514684,"No8"
81,784.81807087755,"No8"
82,783.837139175697,"No8"
83,764.490512589877,"No8"
84,792.795095946716,"No8"
85,841.228216366675,"No8"
86,796.424744858718,"No8"
87,758.494681175835,"No8"
88,834.322503945192,"No8"
89,792.157827847909,"No8"
90,878.636136846626,"No8"
91,815.975318480263,"No8"
92,836.971886271525,"No8"
93,894.334690178799,"No8"
94,879.393243573981,"No8"
95,883.377385668898,"No8"
96,896.388954672599,"No8"
97,898.056681217288,"No8"
98,844.653478019273,"No8"
99,860.866471539668,"No8"
100,902.646931117002,"No8"
1,62.259510476397,"No9"
2,107.254703072872,"No9"
3,99.5512650222863,"No9"
4,56.0625287614766,"No9"
5,99.4946885886478,"No9"
6,92.9523070671848,"No9"
7,204.557776035573,"No9"
8,120.69981639347,"No9"
9,216.526845893716,"No9"
10,175.51882646638,"No9"
11,142.344782660283,"No9"
12,160.349790271987,"No9"
13,158.456211554535,"No9"
14,216.155963138797,"No9"
15,217.74027770311,"No9"
16,178.172674471364,"No9"
17,181.36108134644,"No9"
18,215.13297057398,"No9"
19,264.011188112296,"No9"
20,306.517412743184,"No9"
21,245.626337887213,"No9"
22,303.090260118727,"No9"
23,279.364159191581,"No9"
24,271.606125995906,"No9"
25,354.179689728017,"No9"
26,394.538024397009,"No9"
27,377.449721129819,"No9"
28,369.234897466065,"No9"
29,395.162724596345,"No9"
30,348.064660846164,"No9"
31,386.474254052877,"No9"
32,382.6339655845,"No9"
33,360.337026474762,"No9"
34,379.725881631643,"No9"
35,390.764326527017,"No9"
36,437.077684596476,"No9"
37,398.487996543359,"No9"
38,477.388021761946,"No9"
39,507.60923873953,"No9"
40,515.806124110818,"No9"
41,404.315950787696,"No9"
42,458.797112790728,"No9"
43,543.089218206417,"No9"
44,555.37626621317,"No9"
45,551.615793844649,"No9"
46,461.573284639805,"No9"
47,460.426779472983,"No9"
48,480.849473296657,"No9"
49,487.780672182292,"No9"
50,533.664564801176,"No9"
51,609.022188391021,"No9"
52,516.746553777038,"No9"
53,592.763012493021,"No9"
54,577.553609658292,"No9"
55,654.777810083801,"No9"
56,546.966400177898,"No9"
57,671.997445876031,"No9"
58,565.782818826883,"No9"
59,645.142163175128,"No9"
60,617.228062334718,"No9"
61,612.215649225404,"No9"
62,621.312793010735,"No9"
63,608.563016285455,"No9"
64,611.704214034129,"No9"
65,732.245409755963,"No9"
66,661.978544089471,"No9"
67,705.028631615548,"No9"
68,778.9363063119,"No9"
69,768.484862129696,"No9"
70,722.641281989369,"No9"
71,775.817746967491,"No9"
72,746.293389411131,"No9"
73,808.08241151379,"No9"
74,735.199837570197,"No9"
75,728.801972902279,"No9"
76,838.018370629487,"No9"
77,757.469763704288,"No9"
78,879.883283876997,"No9"
79,848.843981245957,"No9"
80,782.995092712262,"No9"
81,825.907735593474,"No9"
82,919.751011089103,"No9"
83,876.45782009785,"No9"
84,898.708615422417,"No9"
85,874.574931695233,"No9"
86,895.510131903694,"No9"
87,844.37436964568,"No9"
88,841.242198213726,"No9"
89,909.835927304757,"No9"
90,970.49800687467,"No9"
91,878.361374170126,"No9"
92,961.304280048976,"No9"
93,883.949489356828,"No9"
94,916.500305570377,"No9"
95,900.014621422249,"No9"
96,1007.17475430224,"No9"
97,1009.24773074274,"No9"
98,1003.39751836683,"No9"
99,1017.51800284932,"No9"
100,1051.49690207663,"No9"
1,96.9201347904632,"No10"
2,116.651498987525,"No10"
3,66.562862307726,"No10"
4,169.910337620126,"No10"
5,146.57668377214,"No10"
6,181.305974680094,"No10"
7,138.846629051757,"No10"
8,161.621859268208,"No10"
9,189.414462944272,"No10"
10,146.758578751654,"No10"
11,161.677558592437,"No10"
12,165.947779826802,"No10"
13,241.943137422122,"No10"
14,246.981788402804,"No10"
15,235.974593854353,"No10"
16,213.524693560728,"No10"
17,170.147799825606,"No10"
18,262.340140119167,"No10"
19,283.582859730102,"No10"
20,258.454874994969,"No10"
21,332.490098723699,"No10"
22,315.204552266644,"No10"
23,301.705459744811,"No10"
24,241.518613440756,"No10"
25,332.921172119547,"No10"
26,350.008777226116,"No10"
27,283.780211119706,"No10"
28,391.454774154622,"No10"
29,303.806079344328,"No10"
30,340.645952017981,"No10"
31,413.974583406517,"No10"
32,373.850043768897,"No10"
33,377.940776604698,"No10"
34,457.195182388032,"No10"
35,354.761244566591,"No10"
36,437.986906413497,"No10"
37,406.513310689426,"No10"
38,425.895093257654,"No10"
39,490.396868333691,"No10"
40,427.792416006158,"No10"
41,390.588523243234,"No10"
42,496.105105206986,"No10"
43,531.97233998526,"No10"
44,440.013875631208,"No10"
45,460.300816569741,"No10"
46,464.051799862681,"No10"
47,545.043744493346,"No10"
48,496.493903744912,"No10"
49,520.493366891789,"No10"
50,548.559383098708,"No10"
51,591.815712349523,"No10"
52,534.50834870329,"No10"
53,582.394906271148,"No10"
54,585.249612651524,"No10"
55,515.073328776066,"No10"
56,606.027289899021,"No10"
57,555.813865263725,"No10"
58,626.824144659717,"No10"
59,621.044326714434,"No10"
60,687.129151755871,"No10"
61,603.824283731845,"No10"
62,701.373319732043,"No10"
63,594.441756478679,"No10"
64,624.196881870822,"No10"
65,619.105559458559,"No10"
66,662.603168783263,"No10"
67,731.919775893479,"No10"
68,734.195725351212,"No10"
69,738.249463141094,"No10"
70,678.081920425262,"No10"
71,755.123212721552,"No10"
72,726.650457480325,"No10"
73,717.928447447823,"No10"
74,745.965262338239,"No10"
75,743.525308198635,"No10"
76,748.066554539868,"No10"
77,781.485681246521,"No10"
78,821.911480179455,"No10"
79,772.312194332116,"No10"
80,768.194040485812,"No10"
81,845.751809365901,"No10"
82,881.257893683034,"No10"
83,882.442882009167,"No10"
84,832.656739627091,"No10"
85,910.583539795805,"No10"
86,813.144809850723,"No10"
87,808.654791748529,"No10"
88,856.959946569699,"No10"
89,956.636966407066,"No10"
90,893.90449651709,"No10"
91,956.522681635634,"No10"
92,945.240321203719,"No10"
93,930.886961072913,"No10"
94,920.707907362419,"No10"
95,951.238356441926,"No10"
